time[ms],#packets last interval,#packets overall,overall avrg. packetsize [byte],overall sum packetsize [byte],overall thrp [Mb/s],thrp last interval [Mb/s]
0.0,0,0,NaN,0.0,NaN,NaN
500.0,72,72,617.9583333333334,44493.0,0.711888,0.711888
1000.0,81,153,530.1234567901234,87433.0,0.699464,0.68704
1500.0,67,220,591.5671641791045,127068.0,0.677696,0.63416
2000.0,63,283,583.4761904761905,163827.0,0.655308,0.588144
2500.0,66,349,609.1060606060606,204028.0,0.6528896,0.643216
3000.0,73,422,507.4109589041096,241069.0,0.6428506666666668,0.592656
3500.0,70,492,588.1142857142858,282237.0,0.6451131428571428,0.658688
4000.0,91,583,565.5604395604396,333703.0,0.667406,0.823456
4500.0,61,644,679.672131147541,375163.0,0.6669564444444444,0.66336
5000.0,71,715,557.0281690140845,414712.0,0.6635392000000001,0.632784
5500.0,88,803,643.75,471362.0,0.6856174545454544,0.9064
6000.0,79,882,606.8101265822785,519300.0,0.6924,0.767008
6500.0,65,947,623.4461538461538,559824.0,0.6890141538461538,0.648384
7000.0,77,1024,585.8701298701299,604936.0,0.6913554285714285,0.721792
7500.0,81,1105,635.1111111111111,656380.0,0.7001386666666668,0.823104
8000.0,88,1193,615.4659090909091,710541.0,0.710541,0.866576
8500.0,63,1256,632.968253968254,750418.0,0.7062757647058824,0.638032
9000.0,78,1334,606.0128205128206,797687.0,0.7090551111111111,0.756304
9500.0,76,1410,652.0657894736842,847244.0,0.7134686315789474,0.792912
10000.0,63,1473,634.2539682539683,887202.0,0.7097616000000001,0.639328
10500.0,77,1550,510.9220779220779,926543.0,0.7059375238095238,0.629456
11000.0,79,1629,634.7721518987341,976690.0,0.71032,0.802352
11500.0,81,1710,581.4074074074074,1023784.0,0.7121975652173913,0.753504
12000.0,92,1802,584.5326086956521,1077561.0,0.718374,0.8604319999999999
12500.0,76,1878,598.2631578947369,1123029.0,0.71873856,0.727488
13000.0,76,1954,595.3157894736842,1168273.0,0.7189372307692308,0.723904
13500.0,81,2035,633.2469135802469,1219566.0,0.7227057777777779,0.820688
14000.0,63,2098,670.3174603174604,1261796.0,0.7210262857142857,0.67568
14500.0,70,2168,609.9,1304489.0,0.7197180689655173,0.683088
15000.0,74,2242,648.5675675675676,1352483.0,0.7213242666666666,0.767904
15500.0,80,2322,608.5125,1401164.0,0.7231814193548387,0.778896
16000.0,66,2388,520.8181818181819,1435538.0,0.717769,0.549984
16500.0,65,2453,583.5538461538462,1473469.0,0.7144092121212121,0.606896
17000.0,81,2534,641.1481481481482,1525402.0,0.7178362352941176,0.830928
17500.0,79,2613,625.506329113924,1574817.0,0.7199163428571428,0.79064
