time[ms],#packets last interval,#packets overall,overall avrg. packetsize [byte],overall sum packetsize [byte],overall thrp [Mb/s],thrp last interval [Mb/s]
0.0,0,0,NaN,0.0,NaN,NaN
500.0,31,31,582.483870967742,18057.0,0.288912,0.288912
1000.0,65,96,546.6,53586.0,0.428688,0.568464
1500.0,35,131,640.0285714285715,75987.0,0.405264,0.358416
2000.0,39,170,673.4102564102565,102250.0,0.409,0.4202080000000001
2500.0,40,210,712.775,130761.0,0.4184352,0.456176
3000.0,51,261,588.8039215686274,160790.0,0.42877333333333334,0.48046399999999995
3500.0,44,305,649.0909090909091,189350.0,0.4328,0.45696
4000.0,38,343,633.3947368421053,213419.0,0.426838,0.38510400000000006
4500.0,51,394,548.3529411764706,241385.0,0.4291288888888889,0.447456
5000.0,54,448,684.5370370370371,278350.0,0.44536,0.59144
5500.0,52,500,617.0,310434.0,0.45154036363636363,0.513344
6000.0,41,541,550.9756097560976,333024.0,0.444032,0.36144
6500.0,9,550,493.0,337461.0,0.41533661538461536,0.070992
7000.0,44,594,520.5454545454545,360365.0,0.41184571428571426,0.366464
7500.0,63,657,558.3333333333334,395540.0,0.4219093333333333,0.5628
8000.0,58,715,562.9827586206897,428193.0,0.428193,0.522448
8500.0,47,762,533.0425531914893,453246.0,0.4265844705882353,0.400848
9000.0,45,807,703.6222222222223,484909.0,0.43103022222222226,0.506608
9500.0,16,823,642.625,495191.0,0.4170029473684211,0.164512
10000.0,51,874,618.3921568627451,526729.0,0.4213832,0.504608
10500.0,35,909,580.8857142857142,547060.0,0.41680761904761904,0.325296
11000.0,29,938,614.8275862068965,564890.0,0.41082909090909087,0.28528
11500.0,47,985,607.531914893617,593444.0,0.41283060869565213,0.456864
12000.0,42,1027,588.452380952381,618159.0,0.412106,0.39544
12500.0,17,1044,633.5294117647059,628929.0,0.40251456,0.17232
13000.0,72,1116,643.2638888888889,675244.0,0.41553476923076926,0.74104
13500.0,51,1167,547.7058823529412,703177.0,0.41669748148148145,0.44692800000000005
14000.0,47,1214,632.1702127659574,732889.0,0.41879371428571427,0.475392
14500.0,42,1256,568.7142857142857,756775.0,0.41753103448275863,0.38217599999999996
15000.0,65,1321,588.6,795034.0,0.4240181333333333,0.612144
