time[ms],#packets last interval,#packets overall,overall avrg. packetsize [byte],overall sum packetsize [byte],overall thrp [Mb/s],thrp last interval [Mb/s]
0.0,0,0,NaN,0.0,NaN,NaN
500.0,430,430,616.8488372093024,265245.0,4.24392,4.24392
1000.0,475,905,554.0273684210526,528408.0,4.227264,4.210608
1500.0,432,1337,612.238425925926,792895.0,4.228773333333334,4.231792
2000.0,443,1780,581.3431151241535,1050430.0,4.20172,4.12056
2500.0,452,2232,591.0442477876106,1317582.0,4.2162624,4.274432
3000.0,439,2671,593.6400911161732,1578190.0,4.208506666666667,4.169728
3500.0,446,3117,601.4596412556053,1846441.0,4.220436571428571,4.292016
4000.0,430,3547,626.5255813953488,2115847.0,4.231694,4.310496
4500.0,414,3961,632.9009661835748,2377868.0,4.2273208888888885,4.192335999999999
5000.0,432,4393,592.4583333333334,2633810.0,4.214096,4.095072
5500.0,424,4817,616.1485849056604,2895057.0,4.210992,4.179952
6000.0,446,5263,596.8430493273543,3161249.0,4.214998666666666,4.259072
6500.0,438,5701,607.6712328767123,3427409.0,4.218349538461538,4.25856
7000.0,433,6134,607.0207852193995,3690249.0,4.217427428571428,4.20544
7500.0,426,6560,610.5093896713615,3950326.0,4.213681066666667,4.161232
8000.0,439,6999,597.7813211845103,4212752.0,4.212752,4.198816
8500.0,447,7446,586.7472035794184,4475028.0,4.211791058823529,4.196416
9000.0,436,7882,600.3600917431193,4736785.0,4.210475555555556,4.188112
9500.0,423,8305,611.3475177304964,4995385.0,4.20664,4.1376
10000.0,426,8731,619.112676056338,5259127.0,4.207301599999999,4.219872
10500.0,446,9177,577.5179372197309,5516700.0,4.2032,4.121168
11000.0,445,9622,591.676404494382,5779996.0,4.2036334545454555,4.212736
11500.0,439,10061,591.3302961275626,6039590.0,4.201453913043479,4.153504
12000.0,440,10501,601.4068181818182,6304209.0,4.202806,4.233904
12500.0,449,10950,587.271714922049,6567894.0,4.20345216,4.21896
13000.0,449,11399,583.0066815144767,6829664.0,4.202870153846154,4.18832
13500.0,439,11838,596.4009111617312,7091484.0,4.202360888888888,4.18912
14000.0,434,12272,602.020737327189,7352761.0,4.2015777142857145,4.180432
14500.0,418,12690,627.4090909090909,7615018.0,4.20138924137931,4.196112
15000.0,430,13120,592.8232558139534,7869932.0,4.197297066666668,4.078624
15500.0,447,13567,593.5257270693512,8135238.0,4.198832516129031,4.244896
16000.0,442,14009,572.8484162895927,8388437.0,4.1942185,4.051183999999999
16500.0,442,14451,588.8257918552036,8648698.0,4.193308121212121,4.164176
17000.0,449,14900,591.5812917594654,8914318.0,4.194973176470589,4.24992
17500.0,450,15350,580.7444444444444,9175653.0,4.194584228571429,4.18136
18000.0,438,15788,587.5753424657535,9433011.0,4.192449333333333,4.1177280000000005
18500.0,436,16224,600.4266055045872,9694797.0,4.192344648648648,4.188576
19000.0,416,16640,644.5865384615385,9962945.0,4.194924210526316,4.290368
19500.0,436,17076,603.7224770642201,1.0226168E7,4.195350974358975,4.211568
20000.0,432,17508,610.863425925926,1.0490061E7,4.196024400000001,4.222288
20500.0,434,17942,604.1981566820276,1.0752283E7,4.19601287804878,4.195552
21000.0,425,18367,614.1882352941177,1.1013313E7,4.19554780952381,4.176480000000001
21500.0,441,18808,592.7278911564625,1.1274706E7,4.1952394418604655,4.182288
22000.0,439,19247,606.3166287015945,1.1540879E7,4.196683272727274,4.258768
22500.0,459,19706,567.4357298474946,1.1801332E7,4.196029155555555,4.167248000000001
