time[ms],#packets last interval,#packets overall,overall avrg. packetsize [byte],overall sum packetsize [byte],overall thrp [Mb/s],thrp last interval [Mb/s]
500.0,288,288,1014.4375,292158.0,Infinity,Infinity
1000.0,270,558,1100.2555555555555,589227.0,9.427632,4.753104
1500.0,291,849,1017.8213058419244,885413.0,7.083304,4.738976
2000.0,287,1136,1051.9268292682927,1187316.0,6.332352,4.830448
2500.0,296,1432,998.1756756756756,1482776.0,5.931104,4.72736
3000.0,269,1701,1109.899628252788,1781339.0,5.7002848,4.777008
3500.0,280,1981,1069.2464285714286,2080728.0,5.548608,4.790224
4000.0,286,2267,1033.402097902098,2376281.0,5.431499428571428,4.728848
4500.0,270,2537,1112.7592592592594,2676726.0,5.353452,4.80712
5000.0,290,2827,1004.648275862069,2968074.0,5.276576,4.661568
5500.0,276,3103,1073.177536231884,3264271.0,5.2228335999999995,4.739152
6000.0,294,3397,986.0884353741496,3554181.0,5.169717818181819,4.63856
6500.0,282,3679,1064.599290780142,3854398.0,5.139197333333334,4.803472
7000.0,286,3965,1040.5734265734266,4152002.0,5.110156307692308,4.761664
7500.0,279,4244,1070.7885304659499,4450752.0,5.086573714285715,4.78
8000.0,284,4528,1035.475352112676,4744827.0,5.0611488,4.7052
8500.0,281,4809,1074.085409252669,5046645.0,5.046645,4.829088
9000.0,261,5070,1117.655172413793,5338353.0,5.024332235294118,4.667328
9500.0,282,5352,1037.0531914893618,5630802.0,5.005157333333334,4.679184
10000.0,293,5645,999.3412969283277,5923609.0,4.988302315789475,4.684912
10500.0,290,5935,1017.7586206896551,6218759.0,4.9750072,4.7224
11000.0,281,6216,1042.9395017793595,6511825.0,4.961390476190476,4.689056
11500.0,290,6506,1006.9758620689655,6803848.0,4.948253090909091,4.672368
12000.0,269,6775,1101.8438661710038,7100244.0,4.939300173913043,4.742336
12500.0,276,7051,1051.1014492753623,7390348.0,4.926898666666667,4.641664
13000.0,270,7321,1129.8962962962962,7695420.0,4.9250688,4.881152
13500.0,279,7600,1058.831541218638,7990834.0,4.917436307692307,4.726624
14000.0,280,7880,1056.2571428571428,8286586.0,4.910569481481481,4.732032
14500.0,290,8170,995.748275862069,8575353.0,4.900201714285713,4.620272
15000.0,282,8452,1065.6241134751774,8875859.0,4.897025655172414,4.808096000000001
15500.0,287,8739,1009.2857142857143,9165524.0,4.888279466666667,4.63464
16000.0,281,9020,1061.950177935943,9463932.0,4.884610064516129,4.774528
16500.0,271,9291,1086.8081180811807,9758457.0,4.8792285,4.7124
17000.0,287,9578,1047.3379790940767,1.0059043E7,4.877111757575758,4.809376
17500.0,291,9869,1026.9621993127148,1.0357889E7,4.874300705882352,4.781536
18000.0,287,10156,1044.212543554007,1.0657578E7,4.872035657142857,4.795024
18500.0,291,10447,1019.4329896907217,1.0954233E7,4.868548,4.74648
19000.0,269,10716,1093.2267657992566,1.1248311E7,4.8641344864864875,4.705248
19500.0,285,11001,1043.778947368421,1.1545788E7,4.861384421052631,4.759632
20000.0,261,11262,1123.1379310344828,1.1838927E7,4.8569956923076925,4.690224
20500.0,287,11549,1011.8327526132405,1.2129323E7,4.8517292,4.646336
21000.0,275,11824,1087.7236363636364,1.2428447E7,4.850125658536585,4.785984
21500.0,288,12112,1040.9652777777778,1.2728245E7,4.848855238095238,4.796768
22000.0,293,12405,1013.6518771331058,1.3025245E7,4.846602790697674,4.752
22500.0,290,12695,1016.3379310344827,1.3319983E7,4.843630181818182,4.715808
23000.0,290,12985,1018.3275862068965,1.3615298E7,4.840994844444444,4.72504
23500.0,274,13259,1073.5255474452554,1.3909444E7,4.838067478260869,4.706336
24000.0,290,13549,1018.8241379310344,1.4204903E7,4.835711659574469,4.727344
24500.0,273,13822,1083.838827838828,1.4500791E7,4.833597,4.734208
25000.0,298,14120,1002.98322147651,1.479968E7,4.832548571428572,4.782224
25500.0,272,14392,1069.3970588235295,1.5090556E7,4.82897792,4.654016
26000.0,283,14675,1063.0035335689047,1.5391386E7,4.828670117647058,4.81328
26500.0,279,14954,1032.899641577061,1.5679565E7,4.824481538461539,4.610864
27000.0,287,15241,1034.0836236933799,1.5976347E7,4.8230481509433965,4.748512
27500.0,281,15522,1034.6903914590748,1.6267095E7,4.81988,4.651968
28000.0,286,15808,1041.6013986013986,1.6564993E7,4.818907054545455,4.766368
28500.0,281,16089,1054.3238434163702,1.6861258E7,4.817502285714285,4.74024
29000.0,280,16369,1023.4035714285715,1.7147811E7,4.813420631578947,4.584848
29500.0,274,16643,1080.7737226277372,1.7443943E7,4.812122206896552,4.738112
30000.0,274,16917,1094.0766423357663,1.774372E7,4.81185627118644,4.796432
30500.0,289,17206,1023.2387543252595,1.8039436E7,4.810516266666666,4.731456
31000.0,278,17484,1051.1043165467627,1.8331643E7,4.808299803278689,4.675312
31500.0,276,17760,1089.4963768115942,1.8632344E7,4.808346838709678,4.811216
32000.0,284,18044,1032.855633802817,1.8925675E7,4.806520634920634,4.693296000000001
32500.0,279,18323,1069.4444444444443,1.922405E7,4.8060125,4.774
